,newcode,venue,score.diff.cat,strength.cat,season,Date,gcode,combocode,p1,p2,p3,p4,p5,ID.1,ID.2,ID.3,ID.4,ID.5,POS.1,POS.2,POS.3,POS.4,POS.5,NAME.1,NAME.2,NAME.3,NAME.4,NAME.5,TOI,p1G,p1A,p1A2,p1A3,p1A4,p1A5,p2G,p2A,p2A1,p2A3,p2A4,p2A5,p3G,p3A,p3A1,p3A2,p3A4,p3A5,p4G,p4A,p4A1,p4A2,p4A3,p4A5,p5G,p5A,p5A1,p5A2,p5A3,p5A4,CF,CA,FF,FA,SF,SA,GF,GA,SCF,SCA,HSCF,HSCA,OZS,NZS,DZS,team,TCF,TCA,TFF,TFA,TGF,TGA,TSCF,TSCA,THSCF,THSCA,CF60,CA60,CF.OFF,CA.OFF,CF.,CF..OFF,CF.REL,FF60,FA60,FF.OFF,FA.OFF,FF.,FF..OFF,FF.REL,GF60,GA60,GF.OFF,GA.OFF,GF.,GF..OFF,GF.REL,SCF60,SCA60,SCF.OFF,SCA.OFF,SCF.,SCF..OFF,SCF.REL,HSCF60,HSCA60,HSCF.OFF,HSCA.OFF,HSCF.,HSCF..OFF,HSCF.REL,OZS.,SH.,SV.
2252,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.94E+32,laichbr83,lattami91,alzneka88,NA,NA,2678,2748,65,20000,20000,C,C,D,NA,NA,BROOKS LAICH,MICHAEL LATTA,KARL ALZNER,NA,NA,1.25,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,1,0,0,2,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,48,13,19,0,0.40625,-0.40625,0,48,12,13,0,0.48,-0.48,0,0,0,0,NA,NA,NA,0,48,3,10,0,0.230769231,-0.230769231,0,0,0,6,NA,0,NA,1,NA,1
2253,20142015.21,home,6,5v5,20142015,11-04-07,21201,6.50E+32,laichbr83,lattami91,greenmi85,NA,NA,2678,2748,1753,20000,20000,C,C,D,NA,NA,BROOKS LAICH,MICHAEL LATTA,MIKE GREEN,NA,NA,0.275,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,218.1818182,0,12,20,1,0.375,0.625,218.1818182,0,11,14,1,0.44,0.56,0,0,0,0,NA,NA,NA,218.1818182,0,2,11,1,0.153846154,0.846153846,0,0,0,6,NA,0,NA,NA,0,NA
2254,20142015.21,home,6,5v5,20142015,11-04-07,21201,2.70E+26,lattami91,brouwtr85,burakan95,carlsjo90,NA,2748,599,644,728,20000,C,R,CL,D,NA,MICHAEL LATTA,TROY BROUWER,ANDRE BURAKOVSKY,JOHN CARLSON,NA,0.408333333,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2255,20142015.21,home,6,5v5,20142015,11-04-07,21201,8.91E+32,laichbr83,orpikbr80,greenmi85,NA,NA,2678,3696,1753,20000,20000,C,D,D,NA,NA,BROOKS LAICH,BROOKS ORPIK,MIKE GREEN,NA,NA,0.275,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,218.1818182,0,12,20,1,0.375,0.625,218.1818182,0,11,14,1,0.44,0.56,0,0,0,0,NA,NA,NA,218.1818182,0,2,11,1,0.153846154,0.846153846,0,0,0,6,NA,0,NA,NA,0,NA
2256,20142015.21,home,6,5v5,20142015,11-04-07,21201,1.09E+29,laichbr83,lattami91,orpikbr80,greenmi85,NA,2678,2748,3696,1753,20000,C,C,D,D,NA,BROOKS LAICH,MICHAEL LATTA,BROOKS ORPIK,MIKE GREEN,NA,0.275,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,218.1818182,0,12,20,1,0.375,0.625,218.1818182,0,11,14,1,0.44,0.56,0,0,0,0,NA,NA,NA,218.1818182,0,2,11,1,0.153846154,0.846153846,0,0,0,6,NA,0,NA,NA,0,NA
2257,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.61E+32,laichbr83,alzneka88,greenmi85,NA,NA,2678,65,1753,20000,20000,C,D,D,NA,NA,BROOKS LAICH,KARL ALZNER,MIKE GREEN,NA,NA,0.75,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,4,0,2,0,0,0,4,0,3,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,400,13,15,0,0.464285714,-0.464285714,0,320,12,10,0,0.545454545,-0.545454545,0,0,0,0,NA,NA,NA,0,320,3,7,0,0.3,-0.3,0,240,0,3,0,0,0,NA,NA,1
2258,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.82E+32,lattami91,galiest92,burakan95,NA,NA,2748,1573,644,20000,20000,C,R,CL,NA,NA,MICHAEL LATTA,STANISLAV GALIEV,ANDRE BURAKOVSKY,NA,NA,2.55,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,WSH,13,20,12,14,0,0,3,11,0,6,47.05882353,0,11,20,1,0.35483871,0.64516129,47.05882353,0,10,14,1,0.416666667,0.583333333,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,0,NA
2259,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.12E+34,backsni87,alzneka88,NA,NA,NA,182,65,20000,20000,20000,C,D,NA,NA,NA,NICKLAS BACKSTROM,KARL ALZNER,NA,NA,NA,1.908333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,WSH,13,20,12,14,0,0,3,11,0,6,0,31.44104803,13,19,0,0.40625,-0.40625,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2260,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.13E+34,backsni87,burakan95,NA,NA,NA,182,644,20000,20000,20000,C,CL,NA,NA,NA,NICKLAS BACKSTROM,ANDRE BURAKOVSKY,NA,NA,NA,0.6,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2261,20142015.21,home,6,5v5,20142015,11-04-07,21201,1.48E+33,wardxjo80,ovechal85,carlsjo90,NA,NA,5293,3718,728,20000,20000,R,LR,D,NA,NA,JOEL WARD,ALEX OVECHKIN,JOHN CARLSON,NA,NA,1.25,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,WSH,13,20,12,14,0,0,3,11,0,6,48,48,12,19,0.5,0.387096774,0.112903226,48,0,11,14,1,0.44,0.56,0,0,0,0,NA,NA,NA,0,48,3,10,0,0.230769231,-0.230769231,0,0,0,6,NA,0,NA,0,0,NA
2262,20142015.21,home,6,5v5,20142015,11-04-07,21201,8.51E+32,kuzneev92,ovechal85,chimeja79,NA,NA,2640,3718,798,20000,20000,C,LR,L,NA,NA,EVGENY KUZNETSOV,ALEX OVECHKIN,JASON CHIMERA,NA,NA,0.158333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,378.9473684,13,19,0,0.40625,-0.40625,0,378.9473684,12,13,0,0.48,-0.48,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2263,20142015.21,home,6,5v5,20142015,11-04-07,21201,1.48E+33,wardxjo80,orpikbr80,carlsjo90,NA,NA,5293,3696,728,20000,20000,R,D,D,NA,NA,JOEL WARD,BROOKS ORPIK,JOHN CARLSON,NA,NA,1.25,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,WSH,13,20,12,14,0,0,3,11,0,6,48,48,12,19,0.5,0.387096774,0.112903226,48,0,11,14,1,0.44,0.56,0,0,0,0,NA,NA,NA,0,48,3,10,0,0.230769231,-0.230769231,0,0,0,6,NA,0,NA,0,0,NA
2264,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.18E+34,galiest92,burakan95,NA,NA,NA,1573,644,20000,20000,20000,R,CL,NA,NA,NA,STANISLAV GALIEV,ANDRE BURAKOVSKY,NA,NA,NA,3.15,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,2,0,2,0,0,0,0,0,0,0,0,2,0,WSH,13,20,12,14,0,0,3,11,0,6,38.0952381,0,11,20,1,0.35483871,0.64516129,38.0952381,0,10,14,1,0.416666667,0.583333333,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,0,NA
2265,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.28E+34,lattami91,chimeja79,NA,NA,NA,2748,798,20000,20000,20000,C,L,NA,NA,NA,MICHAEL LATTA,JASON CHIMERA,NA,NA,NA,2.375,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,0,0,1,1,0,0,2,0,0,WSH,13,20,12,14,0,0,3,11,0,6,25.26315789,25.26315789,12,19,0.5,0.387096774,0.112903226,25.26315789,25.26315789,11,13,0.5,0.458333333,0.041666667,0,0,0,0,NA,NA,NA,25.26315789,25.26315789,2,10,0.5,0.166666667,0.333333333,0,0,0,6,NA,0,NA,1,0,1
2266,20142015.21,home,6,5v5,20142015,11-04-07,21201,3.00E+29,backsni87,wardxjo80,niskama86,alzneka88,NA,182,5293,3576,65,20000,C,R,D,D,NA,NICKLAS BACKSTROM,JOEL WARD,MATT NISKANEN,KARL ALZNER,NA,0.525,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,WSH,13,20,12,14,0,0,3,11,0,6,0,114.2857143,13,19,0,0.40625,-0.40625,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2267,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.59E+34,wardxjo80,burakan95,NA,NA,NA,5293,644,20000,20000,20000,R,CL,NA,NA,NA,JOEL WARD,ANDRE BURAKOVSKY,NA,NA,NA,0.641666667,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,93.50649351,0,12,20,1,0.375,0.625,93.50649351,0,11,14,1,0.44,0.56,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,0,NA
2268,20142015.21,home,6,5v5,20142015,11-04-07,21201,1.43E+33,backsni87,wardxjo80,niskama86,NA,NA,182,5293,3576,20000,20000,C,R,D,NA,NA,NICKLAS BACKSTROM,JOEL WARD,MATT NISKANEN,NA,NA,0.525,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,WSH,13,20,12,14,0,0,3,11,0,6,0,114.2857143,13,19,0,0.40625,-0.40625,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2269,20142015.21,home,6,5v5,20142015,11-04-07,21201,8.52E+32,laichbr83,ovechal85,chimeja79,NA,NA,2678,3718,798,20000,20000,C,LR,L,NA,NA,BROOKS LAICH,ALEX OVECHKIN,JASON CHIMERA,NA,NA,0.258333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,232.2580645,13,19,0,0.40625,-0.40625,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,232.2580645,3,10,0,0.230769231,-0.230769231,0,0,0,6,NA,0,NA,NA,NA,NA
2270,20142015.21,home,6,5v5,20142015,11-04-07,21201,7.92E+26,glenccu82,chimeja79,gleasti83,greenmi85,NA,1673,798,1671,1753,20000,L,L,D,D,NA,CURTIS GLENCROSS,JASON CHIMERA,TIM GLEASON,MIKE GREEN,NA,1.9,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,4,0,3,0,2,0,0,0,2,0,1,0,1,1,WSH,13,20,12,14,0,0,3,11,0,6,0,126.3157895,13,16,0,0.448275862,-0.448275862,0,94.73684211,12,11,0,0.52173913,-0.52173913,0,0,0,0,NA,NA,NA,0,63.15789474,3,9,0,0.25,-0.25,0,31.57894737,0,5,0,0,0,0,NA,1
2271,20142015.21,home,6,5v5,20142015,11-04-07,21201,7.85E+32,brouwtr85,burakan95,orpikbr80,NA,NA,599,644,3696,20000,20000,R,CL,D,NA,NA,TROY BROUWER,ANDRE BURAKOVSKY,BROOKS ORPIK,NA,NA,0.408333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2272,20142015.21,home,6,5v5,20142015,11-04-07,21201,1.46E+28,brouwtr85,johanma90,orpikbr80,carlsjo90,NA,599,2239,3696,728,20000,R,C,D,D,NA,TROY BROUWER,MARCUS JOHANSSON,BROOKS ORPIK,JOHN CARLSON,NA,4.133333333,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,6,3,5,2,1,0,0,0,1,1,0,1,2,1,1,WSH,13,20,12,14,0,0,3,11,0,6,87.09677419,43.5483871,7,17,0.666666667,0.291666667,0.375,72.58064516,29.03225806,7,12,0.714285714,0.368421053,0.345864662,0,0,0,0,NA,NA,NA,14.51612903,14.51612903,2,10,0.5,0.166666667,0.333333333,0,14.51612903,0,5,0,0,0,0.666666667,0,NA
2273,20142015.21,home,6,5v5,20142015,11-04-07,21201,8.55E+32,kuzneev92,niskama86,greenmi85,NA,NA,2640,3576,1753,20000,20000,C,D,D,NA,NA,EVGENY KUZNETSOV,MATT NISKANEN,MIKE GREEN,NA,NA,0.641666667,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,93.50649351,0,12,20,1,0.375,0.625,93.50649351,0,11,14,1,0.44,0.56,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,0,NA
2274,20142015.21,home,6,5v5,20142015,11-04-07,21201,7.50E+32,chimeja79,niskama86,alzneka88,NA,NA,798,3576,65,20000,20000,L,D,D,NA,NA,JASON CHIMERA,MATT NISKANEN,KARL ALZNER,NA,NA,0.85,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,1,NA,NA
2275,20142015.21,home,6,5v5,20142015,11-04-07,21201,6.00E+32,lattami91,johanma90,carlsjo90,NA,NA,2748,2239,728,20000,20000,C,C,D,NA,NA,MICHAEL LATTA,MARCUS JOHANSSON,JOHN CARLSON,NA,NA,0.125,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2276,20142015.21,home,6,5v5,20142015,11-04-07,21201,2.43E+29,kuzneev92,wardxjo80,gleasti83,greenmi85,NA,2640,5293,1671,1753,20000,C,R,D,D,NA,EVGENY KUZNETSOV,JOEL WARD,TIM GLEASON,MIKE GREEN,NA,2.291666667,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,2,0,2,0,1,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,52.36363636,13,18,0,0.419354839,-0.419354839,0,52.36363636,12,12,0,0.5,-0.5,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,1
2277,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.20E+34,chimeja79,gleasti83,NA,NA,NA,798,1671,20000,20000,20000,L,D,NA,NA,NA,JASON CHIMERA,TIM GLEASON,NA,NA,NA,2.158333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,5,0,3,0,2,0,0,0,3,0,1,0,1,1,WSH,13,20,12,14,0,0,3,11,0,6,0,138.996139,13,15,0,0.464285714,-0.464285714,0,83.3976834,12,11,0,0.52173913,-0.52173913,0,0,0,0,NA,NA,NA,0,83.3976834,3,8,0,0.272727273,-0.272727273,0,27.7992278,0,5,0,0,0,0,NA,1
2278,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.86E+34,ovechal85,orpikbr80,NA,NA,NA,3718,3696,20000,20000,20000,LR,D,NA,NA,NA,ALEX OVECHKIN,BROOKS ORPIK,NA,NA,NA,1.25,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,0,0,0,0,1,0,0,0,0,1,WSH,13,20,12,14,0,0,3,11,0,6,48,48,12,19,0.5,0.387096774,0.112903226,48,0,11,14,1,0.44,0.56,0,0,0,0,NA,NA,NA,0,48,3,10,0,0.230769231,-0.230769231,0,0,0,6,NA,0,NA,0,0,NA
2279,20142015.21,home,6,5v5,20142015,11-04-07,21201,1.79E+27,lattami91,glenccu82,chimeja79,carlsjo90,NA,2748,1673,798,728,20000,C,L,L,D,NA,MICHAEL LATTA,CURTIS GLENCROSS,JASON CHIMERA,JOHN CARLSON,NA,0.85,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2280,20142015.21,home,6,5v5,20142015,11-04-07,21201,8.93E+32,laichbr83,ovechal85,gleasti83,NA,NA,2678,3718,1671,20000,20000,C,LR,D,NA,NA,BROOKS LAICH,ALEX OVECHKIN,TIM GLEASON,NA,NA,0.258333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,232.2580645,13,19,0,0.40625,-0.40625,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,232.2580645,3,10,0,0.230769231,-0.230769231,0,0,0,6,NA,0,NA,NA,NA,NA
2281,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.22E+34,brouwtr85,johanma90,NA,NA,NA,599,2239,20000,20000,20000,R,C,NA,NA,NA,TROY BROUWER,MARCUS JOHANSSON,NA,NA,NA,4.916666667,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,5,2,1,0,0,0,1,1,0,1,2,2,1,WSH,13,20,12,14,0,0,3,11,0,6,73.22033898,36.61016949,7,17,0.666666667,0.291666667,0.375,61.01694915,24.40677966,7,12,0.714285714,0.368421053,0.345864662,0,0,0,0,NA,NA,NA,12.20338983,12.20338983,2,10,0.5,0.166666667,0.333333333,0,12.20338983,0,5,0,0,0,0.666666667,0,NA
2282,20142015.21,home,6,5v5,20142015,11-04-07,21201,2.70E+32,brouwtr85,burakan95,carlsjo90,NA,NA,599,644,728,20000,20000,R,CL,D,NA,NA,TROY BROUWER,ANDRE BURAKOVSKY,JOHN CARLSON,NA,NA,0.408333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2283,20142015.21,home,6,5v5,20142015,11-04-07,21201,8.56E+32,lattami91,niskama86,gleasti83,NA,NA,2748,3576,1671,20000,20000,C,D,D,NA,NA,MICHAEL LATTA,MATT NISKANEN,TIM GLEASON,NA,NA,0.15,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2284,20142015.21,home,6,5v5,20142015,11-04-07,21201,1.36E+33,wardxjo80,burakan95,greenmi85,NA,NA,5293,644,1753,20000,20000,R,CL,D,NA,NA,JOEL WARD,ANDRE BURAKOVSKY,MIKE GREEN,NA,NA,0.641666667,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,93.50649351,0,12,20,1,0.375,0.625,93.50649351,0,11,14,1,0.44,0.56,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,0,NA
2285,20142015.21,home,6,5v5,20142015,11-04-07,21201,2.70E+26,lattami91,brouwtr85,burakan95,orpikbr80,carlsjo90,2748,599,644,3696,728,C,R,CL,D,D,MICHAEL LATTA,TROY BROUWER,ANDRE BURAKOVSKY,BROOKS ORPIK,JOHN CARLSON,0.408333333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2286,20142015.21,home,6,5v5,20142015,11-04-07,21201,5.71E+32,lattami91,chimeja79,carlsjo90,NA,NA,2748,798,728,20000,20000,C,L,D,NA,NA,MICHAEL LATTA,JASON CHIMERA,JOHN CARLSON,NA,NA,0.85,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,NA,NA,NA
2287,20142015.21,home,6,5v5,20142015,11-04-07,21201,8.16E+32,lattami91,chimeja79,niskama86,NA,NA,2748,798,3576,20000,20000,C,L,D,NA,NA,MICHAEL LATTA,JASON CHIMERA,MATT NISKANEN,NA,NA,0.85,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,WSH,13,20,12,14,0,0,3,11,0,6,0,0,13,20,NA,0.393939394,NA,0,0,12,14,NA,0.461538462,NA,0,0,0,0,NA,NA,NA,0,0,3,11,NA,0.214285714,NA,0,0,0,6,NA,0,NA,1,NA,NA
