,newcode,venue,score.diff.cat,strength.cat,season,Date,gcode,combocode,p1,p2,p3,p4,p5,ID.1,ID.2,ID.3,ID.4,ID.5,POS.1,POS.2,POS.3,POS.4,POS.5,NAME.1,NAME.2,NAME.3,NAME.4,NAME.5,TOI,p1G,p1A,p1A2,p1A3,p1A4,p1A5,p2G,p2A,p2A1,p2A3,p2A4,p2A5,p3G,p3A,p3A1,p3A2,p3A4,p3A5,p4G,p4A,p4A1,p4A2,p4A3,p4A5,p5G,p5A,p5A1,p5A2,p5A3,p5A4,CF,CA,FF,FA,SF,SA,GF,GA,SCF,SCA,HSCF,HSCA,OZS,NZS,DZS,team,TCF,TCA,TFF,TFA,TGF,TGA,TSCF,TSCA,THSCF,THSCA,CF60,CA60,CF.OFF,CA.OFF,CF.,CF..OFF,CF.REL,FF60,FA60,FF.OFF,FA.OFF,FF.,FF..OFF,FF.REL,GF60,GA60,GF.OFF,GA.OFF,GF.,GF..OFF,GF.REL,SCF60,SCA60,SCF.OFF,SCA.OFF,SCF.,SCF..OFF,SCF.REL,HSCF60,HSCA60,HSCF.OFF,HSCA.OFF,HSCF.,HSCF..OFF,HSCF.REL,OZS.,SH.,SV.
742,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.12E+33,pastrda96,bartkma88,seidede81,NA,NA,3783,241,4469,20000,20000,RL,D,D,NA,NA,DAVID PASTRNAK,MATT BARTKOWSKI,DENNIS SEIDENBERG,NA,NA,0.825,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,BOS,36,26,28,20,0,1,10,9,3,2,0,72.72727273,36,25,0,0.590163934,-0.590163934,0,72.72727273,28,19,0,0.595744681,-0.595744681,0,0,0,1,NA,0,NA,0,0,10,9,NA,0.526315789,NA,0,0,3,2,NA,0.6,NA,0,NA,1
743,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.58E+29,connobr92,lucicmi88,seidede81,krugxto91,NA,895,2937,4469,2594,20000,R,L,D,D,NA,BRETT CONNOLLY,MILAN LUCIC,DENNIS SEIDENBERG,TOREY KRUG,NA,0.875,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,0,2,0,1,0,1,0,1,0,0,0,BOS,36,26,28,20,0,1,10,9,3,2,137.1428571,137.1428571,34,24,0.5,0.586206897,-0.086206897,68.57142857,137.1428571,27,18,0.333333333,0.6,-0.266666667,0,68.57142857,0,0,0,NA,NA,0,68.57142857,10,8,0,0.555555556,-0.555555556,0,68.57142857,3,1,0,0.75,-0.75,NA,NA,0.5
744,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.60E+30,spoonry92,smithre91,bartkma88,trotmza90,NA,4718,4652,241,5065,20000,CL,RL,D,D,NA,RYAN SPOONER,REILLY SMITH,MATT BARTKOWSKI,ZACH TROTMAN,NA,0.616666667,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,36,26,28,20,0,1,10,9,3,2,0,0,36,26,NA,0.580645161,NA,0,0,28,20,NA,0.583333333,NA,0,0,0,1,NA,0,NA,0,0,10,9,NA,0.526315789,NA,0,0,3,2,NA,0.6,NA,NA,NA,NA
745,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.34E+33,connobr92,lucicmi88,trotmza90,NA,NA,895,2937,5065,20000,20000,R,L,D,NA,NA,BRETT CONNOLLY,MILAN LUCIC,ZACH TROTMAN,NA,NA,4.7,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,3,4,1,3,1,0,0,1,0,0,0,3,2,1,BOS,36,26,28,20,0,1,10,9,3,2,51.06382979,38.29787234,32,23,0.571428571,0.581818182,-0.01038961,51.06382979,12.76595745,24,19,0.8,0.558139535,0.241860465,0,0,0,1,NA,0,NA,12.76595745,0,9,9,1,0.5,0.5,0,0,3,2,NA,0.6,NA,0.75,0,1
746,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.18E+28,bergepa85,erikslo85,charazd77,seidede81,NA,332,1344,782,4469,20000,C,RL,D,D,NA,PATRICE BERGERON,LOUI ERIKSSON,ZDENO CHARA,DENNIS SEIDENBERG,NA,0.516666667,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,BOS,36,26,28,20,0,1,10,9,3,2,116.1290323,0,35,26,1,0.573770492,0.426229508,116.1290323,0,27,20,1,0.574468085,0.425531915,0,0,0,1,NA,0,NA,116.1290323,0,9,9,1,0.5,0.5,0,0,3,2,NA,0.6,NA,0,NA,NA
747,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.45E+27,bergepa85,marchbr88,erikslo85,charazd77,NA,332,3073,1344,782,20000,C,L,RL,D,NA,PATRICE BERGERON,BRAD MARCHAND,LOUI ERIKSSON,ZDENO CHARA,NA,1.716666667,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,4,2,3,1,2,1,0,0,2,0,1,0,1,0,1,BOS,36,26,28,20,0,1,10,9,3,2,139.8058252,69.90291262,32,24,0.666666667,0.571428571,0.095238095,104.8543689,34.95145631,25,19,0.75,0.568181818,0.181818182,0,0,0,1,NA,0,NA,69.90291262,0,8,9,1,0.470588235,0.529411765,34.95145631,0,2,2,1,0.5,0.5,0.5,0,1
748,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.72E+30,kellych80,soderca85,pastrda96,seidede81,NA,2396,4679,3783,4469,20000,LC,C,RL,D,NA,CHRIS KELLY,CARL SODERBERG,DAVID PASTRNAK,DENNIS SEIDENBERG,NA,0.241666667,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,BOS,36,26,28,20,0,1,10,9,3,2,0,248.2758621,36,25,0,0.590163934,-0.590163934,0,248.2758621,28,19,0,0.595744681,-0.595744681,0,0,0,1,NA,0,NA,0,0,10,9,NA,0.526315789,NA,0,0,3,2,NA,0.6,NA,NA,NA,1
749,20142015.21,away,5,5v5,20142015,11-04-07,21201,5.50E+34,connobr92,seidede81,NA,NA,NA,895,4469,20000,20000,20000,R,D,NA,NA,NA,BRETT CONNOLLY,DENNIS SEIDENBERG,NA,NA,NA,1.841666667,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,0,2,0,1,0,2,0,1,0,0,0,BOS,36,26,28,20,0,1,10,9,3,2,65.15837104,97.73755656,34,23,0.4,0.596491228,-0.196491228,32.57918552,65.15837104,27,18,0.333333333,0.6,-0.266666667,0,32.57918552,0,0,0,NA,NA,0,65.15837104,10,7,0,0.588235294,-0.588235294,0,32.57918552,3,1,0,0.75,-0.75,NA,NA,0.5
750,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.12E+33,kellych80,bergepa85,smithre91,NA,NA,2396,332,4652,20000,20000,LC,C,RL,NA,NA,CHRIS KELLY,PATRICE BERGERON,REILLY SMITH,NA,NA,0.175,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,BOS,36,26,28,20,0,1,10,9,3,2,0,0,36,26,NA,0.580645161,NA,0,0,28,20,NA,0.583333333,NA,0,0,0,1,NA,0,NA,0,0,10,9,NA,0.526315789,NA,0,0,3,2,NA,0.6,NA,0,NA,NA
751,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.11E+33,erikslo85,seidede81,krugxto91,NA,NA,1344,4469,2594,20000,20000,RL,D,D,NA,NA,LOUI ERIKSSON,DENNIS SEIDENBERG,TOREY KRUG,NA,NA,2.891666667,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,3,3,3,0,0,1,1,0,0,2,2,1,BOS,36,26,28,20,0,1,10,9,3,2,103.7463977,62.24783862,31,23,0.625,0.574074074,0.050925926,82.99711816,62.24783862,24,17,0.571428571,0.585365854,-0.013937282,0,0,0,1,NA,0,NA,20.74927954,20.74927954,9,8,0.5,0.529411765,-0.029411765,0,0,3,2,NA,0.6,NA,0.666666667,0,1
752,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.13E+33,kellych80,soderca85,bartkma88,NA,NA,2396,4679,241,20000,20000,LC,C,D,NA,NA,CHRIS KELLY,CARL SODERBERG,MATT BARTKOWSKI,NA,NA,0.091666667,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,BOS,36,26,28,20,0,1,10,9,3,2,0,654.5454545,36,25,0,0.590163934,-0.590163934,0,654.5454545,28,19,0,0.595744681,-0.595744681,0,0,0,1,NA,0,NA,0,0,10,9,NA,0.526315789,NA,0,0,3,2,NA,0.6,NA,NA,NA,1
753,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.47E+33,soderca85,pastrda96,mcquaad86,NA,NA,4679,3783,3250,20000,20000,C,RL,D,NA,NA,CARL SODERBERG,DAVID PASTRNAK,ADAM MCQUAID,NA,NA,4.875,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,7,4,6,2,3,0,0,1,3,1,1,1,1,5,BOS,36,26,28,20,0,1,10,9,3,2,61.53846154,86.15384615,31,19,0.416666667,0.62,-0.203333333,49.23076923,73.84615385,24,14,0.4,0.631578947,-0.231578947,0,0,0,1,NA,0,NA,12.30769231,36.92307692,9,6,0.25,0.6,-0.35,12.30769231,12.30769231,2,1,0.5,0.666666667,-0.166666667,0.166666667,0,1
754,20142015.21,away,5,5v5,20142015,11-04-07,21201,5.03E+28,campbgr83,pastrda96,bartkma88,mcquaad86,NA,706,3783,241,3250,20000,CL,RL,D,D,NA,GREGORY CAMPBELL,DAVID PASTRNAK,MATT BARTKOWSKI,ADAM MCQUAID,NA,3.941666667,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,2,5,2,4,1,1,0,0,1,2,1,1,0,1,5,BOS,36,26,28,20,0,1,10,9,3,2,30.44397463,76.10993658,34,21,0.285714286,0.618181818,-0.332467532,30.44397463,60.88794926,26,16,0.333333333,0.619047619,-0.285714286,0,0,0,1,NA,0,NA,15.22198732,30.44397463,9,7,0.333333333,0.5625,-0.229166667,15.22198732,15.22198732,2,1,0.5,0.666666667,-0.166666667,0,0,1
755,20142015.21,away,5,5v5,20142015,11-04-07,21201,5.16E+34,connobr92,charazd77,NA,NA,NA,895,782,20000,20000,20000,R,D,NA,NA,NA,BRETT CONNOLLY,ZDENO CHARA,NA,NA,NA,5.45,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,5,1,4,1,0,0,1,0,0,0,3,3,1,BOS,36,26,28,20,0,1,10,9,3,2,55.04587156,33.02752294,31,23,0.625,0.574074074,0.050925926,55.04587156,11.00917431,23,19,0.833333333,0.547619048,0.285714286,0,0,0,1,NA,0,NA,11.00917431,0,9,9,1,0.5,0.5,0,0,3,2,NA,0.6,NA,0.75,0,1
756,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.65E+30,kellych80,spoonry92,krugxto91,trotmza90,NA,2396,4718,2594,5065,20000,LC,CL,D,D,NA,CHRIS KELLY,RYAN SPOONER,TOREY KRUG,ZACH TROTMAN,NA,0.083333333,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,36,26,28,20,0,1,10,9,3,2,0,0,36,26,NA,0.580645161,NA,0,0,28,20,NA,0.583333333,NA,0,0,0,1,NA,0,NA,0,0,10,9,NA,0.526315789,NA,0,0,3,2,NA,0.6,NA,NA,NA,NA
757,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.17E+33,kellych80,spoonry92,connobr92,NA,NA,2396,4718,895,20000,20000,LC,CL,R,NA,NA,CHRIS KELLY,RYAN SPOONER,BRETT CONNOLLY,NA,NA,0.391666667,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,BOS,36,26,28,20,0,1,10,9,3,2,0,153.1914894,36,25,0,0.590163934,-0.590163934,0,0,28,20,NA,0.583333333,NA,0,0,0,1,NA,0,NA,0,153.1914894,10,8,0,0.555555556,-0.555555556,0,0,3,2,NA,0.6,NA,NA,NA,NA
758,20142015.21,away,5,5v5,20142015,11-04-07,21201,6.81E+32,connobr92,charazd77,mcquaad86,NA,NA,895,782,3250,20000,20000,R,D,D,NA,NA,BRETT CONNOLLY,ZDENO CHARA,ADAM MCQUAID,NA,NA,0.65,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,BOS,36,26,28,20,0,1,10,9,3,2,92.30769231,0,35,26,1,0.573770492,0.426229508,92.30769231,0,27,20,1,0.574468085,0.425531915,0,0,0,1,NA,0,NA,0,0,10,9,NA,0.526315789,NA,0,0,3,2,NA,0.6,NA,NA,0,NA
759,20142015.21,away,5,5v5,20142015,11-04-07,21201,7.47E+32,erikslo85,krugxto91,mcquaad86,NA,NA,1344,2594,3250,20000,20000,RL,D,D,NA,NA,LOUI ERIKSSON,TOREY KRUG,ADAM MCQUAID,NA,NA,1.225,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,1,3,0,1,0,0,0,0,0,0,0,1,0,2,BOS,36,26,28,20,0,1,10,9,3,2,146.9387755,48.97959184,33,25,0.75,0.568965517,0.181034483,146.9387755,0,25,20,1,0.555555556,0.444444444,0,0,0,1,NA,0,NA,0,0,10,9,NA,0.526315789,NA,0,0,3,2,NA,0.6,NA,0.333333333,0,NA
760,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.45E+27,bergepa85,marchbr88,erikslo85,charazd77,seidede81,332,3073,1344,782,4469,C,L,RL,D,D,PATRICE BERGERON,BRAD MARCHAND,LOUI ERIKSSON,ZDENO CHARA,DENNIS SEIDENBERG,0.516666667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,BOS,36,26,28,20,0,1,10,9,3,2,116.1290323,0,35,26,1,0.573770492,0.426229508,116.1290323,0,27,20,1,0.574468085,0.425531915,0,0,0,1,NA,0,NA,116.1290323,0,9,9,1,0.5,0.5,0,0,3,2,NA,0.6,NA,0,NA,NA
761,20142015.21,away,5,5v5,20142015,11-04-07,21201,5.13E+34,campbgr83,bartkma88,NA,NA,NA,706,241,20000,20000,20000,CL,D,NA,NA,NA,GREGORY CAMPBELL,MATT BARTKOWSKI,NA,NA,NA,5.416666667,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,5,2,4,1,1,0,0,1,2,1,1,0,1,6,BOS,36,26,28,20,0,1,10,9,3,2,22.15384615,55.38461538,34,21,0.285714286,0.618181818,-0.332467532,22.15384615,44.30769231,26,16,0.333333333,0.619047619,-0.285714286,0,0,0,1,NA,0,NA,11.07692308,22.15384615,9,7,0.333333333,0.5625,-0.229166667,11.07692308,11.07692308,2,1,0.5,0.666666667,-0.166666667,0,0,1
762,20142015.21,away,5,5v5,20142015,11-04-07,21201,5.45E+34,kellych80,krugxto91,NA,NA,NA,2396,2594,20000,20000,20000,LC,D,NA,NA,NA,CHRIS KELLY,TOREY KRUG,NA,NA,NA,2.758333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,2,2,1,1,1,0,0,1,2,0,0,1,1,0,BOS,36,26,28,20,0,1,10,9,3,2,87.00906344,43.50453172,32,24,0.666666667,0.571428571,0.095238095,43.50453172,21.75226586,26,19,0.666666667,0.577777778,0.088888889,0,0,0,1,NA,0,NA,21.75226586,43.50453172,9,7,0.333333333,0.5625,-0.229166667,0,0,3,2,NA,0.6,NA,1,0,1
763,20142015.21,away,5,5v5,20142015,11-04-07,21201,5.63E+34,lucicmi88,mcquaad86,NA,NA,NA,2937,3250,20000,20000,20000,L,D,NA,NA,NA,MILAN LUCIC,ADAM MCQUAID,NA,NA,NA,0.65,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,BOS,36,26,28,20,0,1,10,9,3,2,92.30769231,0,35,26,1,0.573770492,0.426229508,92.30769231,0,27,20,1,0.574468085,0.425531915,0,0,0,1,NA,0,NA,0,0,10,9,NA,0.526315789,NA,0,0,3,2,NA,0.6,NA,NA,0,NA
764,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.78E+29,bergepa85,marchbr88,erikslo85,trotmza90,NA,332,3073,1344,5065,20000,C,L,RL,D,NA,PATRICE BERGERON,BRAD MARCHAND,LOUI ERIKSSON,ZACH TROTMAN,NA,0.775,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,0,2,0,2,0,0,0,1,0,1,0,1,0,0,BOS,36,26,28,20,0,1,10,9,3,2,232.2580645,0,33,26,1,0.559322034,0.440677966,154.8387097,0,26,20,1,0.565217391,0.434782609,0,0,0,1,NA,0,NA,77.41935484,0,9,9,1,0.5,0.5,77.41935484,0,2,2,1,0.5,0.5,1,0,NA
765,20142015.21,away,5,5v5,20142015,11-04-07,21201,9.55E+27,krejcda86,connobr92,lucicmi88,charazd77,trotmza90,2579,895,2937,782,5065,C,R,L,D,D,DAVID KREJCI,BRETT CONNOLLY,MILAN LUCIC,ZDENO CHARA,ZACH TROTMAN,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,1,3,1,0,0,1,0,0,0,3,2,1,BOS,36,26,28,20,0,1,10,9,3,2,51.06382979,38.29787234,32,23,0.571428571,0.581818182,-0.01038961,51.06382979,12.76595745,24,19,0.8,0.558139535,0.241860465,0,0,0,1,NA,0,NA,12.76595745,0,9,9,1,0.5,0.5,0,0,3,2,NA,0.6,NA,0.75,0,1
766,20142015.21,away,5,5v5,20142015,11-04-07,21201,1.60E+30,kellych80,spoonry92,smithre91,mcquaad86,NA,2396,4718,4652,3250,20000,LC,CL,RL,D,NA,CHRIS KELLY,RYAN SPOONER,REILLY SMITH,ADAM MCQUAID,NA,0.95,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,3,1,3,1,2,0,0,0,2,1,0,0,1,0,0,BOS,36,26,28,20,0,1,10,9,3,2,189.4736842,63.15789474,33,25,0.75,0.568965517,0.181034483,189.4736842,63.15789474,25,19,0.75,0.568181818,0.181818182,0,0,0,1,NA,0,NA,126.3157895,63.15789474,8,8,0.666666667,0.5,0.166666667,0,0,3,2,NA,0.6,NA,1,0,NA
767,20142015.21,away,6,5v4,20142015,11-04-07,21201,7.23E+32,marchbr88,bartkma88,mcquaad86,NA,NA,3073,241,3250,20000,20000,L,D,D,NA,NA,BRAD MARCHAND,MATT BARTKOWSKI,ADAM MCQUAID,NA,NA,0.658333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,BOS,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,NA,0,0,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,1,NA,NA
768,20142015.21,away,6,5v4,20142015,11-04-07,21201,1.10E+33,kellych80,erikslo85,seidede81,NA,NA,2396,1344,4469,20000,20000,LC,RL,D,NA,NA,CHRIS KELLY,LOUI ERIKSSON,DENNIS SEIDENBERG,NA,NA,0.566666667,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,NA,0,0,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
769,20142015.21,away,6,5v4,20142015,11-04-07,21201,5.42E+34,bergepa85,seidede81,NA,NA,NA,332,4469,20000,20000,20000,C,D,NA,NA,NA,PATRICE BERGERON,DENNIS SEIDENBERG,NA,NA,NA,0.558333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,BOS,0,1,0,1,0,0,0,0,0,0,0,107.4626866,0,0,0,NA,NA,0,107.4626866,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA
770,20142015.21,away,6,5v4,20142015,11-04-07,21201,5.48E+34,charazd77,seidede81,NA,NA,NA,782,4469,20000,20000,20000,D,D,NA,NA,NA,ZDENO CHARA,DENNIS SEIDENBERG,NA,NA,NA,1.125,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,BOS,0,1,0,1,0,0,0,0,0,0,0,53.33333333,0,0,0,NA,NA,0,53.33333333,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA
771,20142015.21,away,6,5v4,20142015,11-04-07,21201,5.57E+34,erikslo85,seidede81,NA,NA,NA,1344,4469,20000,20000,20000,RL,D,NA,NA,NA,LOUI ERIKSSON,DENNIS SEIDENBERG,NA,NA,NA,0.566666667,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,NA,0,0,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
772,20142015.21,away,6,5v4,20142015,11-04-07,21201,8.92E+28,bergepa85,marchbr88,charazd77,seidede81,NA,332,3073,782,4469,20000,C,L,D,D,NA,PATRICE BERGERON,BRAD MARCHAND,ZDENO CHARA,DENNIS SEIDENBERG,NA,0.558333333,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,BOS,0,1,0,1,0,0,0,0,0,0,0,107.4626866,0,0,0,NA,NA,0,107.4626866,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA
773,20142015.21,away,6,5v4,20142015,11-04-07,21201,5.30E+34,kellych80,erikslo85,NA,NA,NA,2396,1344,20000,20000,20000,LC,RL,NA,NA,NA,CHRIS KELLY,LOUI ERIKSSON,NA,NA,NA,0.566666667,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,BOS,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,NA,0,0,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA
774,20142015.21,away,6,5v4,20142015,11-04-07,21201,7.02E+32,kellych80,bartkma88,mcquaad86,NA,NA,2396,241,3250,20000,20000,LC,D,D,NA,NA,CHRIS KELLY,MATT BARTKOWSKI,ADAM MCQUAID,NA,NA,0.3,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,BOS,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,NA,0,0,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA
775,20142015.21,away,6,5v4,20142015,11-04-07,21201,5.89E+34,marchbr88,seidede81,NA,NA,NA,3073,4469,20000,20000,20000,L,D,NA,NA,NA,BRAD MARCHAND,DENNIS SEIDENBERG,NA,NA,NA,0.558333333,0,0,0,NA,NA,NA,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,BOS,0,1,0,1,0,0,0,0,0,0,0,107.4626866,0,0,0,NA,NA,0,107.4626866,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,NA,NA
776,20142015.21,away,6,5v4,20142015,11-04-07,21201,7.26E+32,bergepa85,marchbr88,mcquaad86,NA,NA,332,3073,3250,20000,20000,C,L,D,NA,NA,PATRICE BERGERON,BRAD MARCHAND,ADAM MCQUAID,NA,NA,0.658333333,0,0,0,0,NA,NA,0,0,0,0,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,BOS,0,1,0,1,0,0,0,0,0,0,0,0,0,1,NA,0,NA,0,0,0,1,NA,0,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,0,0,0,0,NA,NA,NA,1,NA,NA
